,title,img url,link,view count,posted date,source,relevant keywords
1,1분맛집이 직접 다녀온 서울 맛집 top7,https://i.ytimg.com/vi/epG7VnYubHk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjbuLokzQFWN7bDip-swIOnphMlg,https://www.youtube.com/watch?v=epG7VnYubHk,136K views,1 year ago,1분맛집 (맛집추천채널),"['직접', '다녀본', '서울의', '맛집들', '중', '최고의', '7곳을', '골라봤습니다.', '블로그', '인스타', '맛집', '광고에', '지쳐', '직접', '찍습니다.', '-1분맛집-', '#맛집리뷰#1분', '...', '직접', '다녀본', '서울의', '맛집들', '중', '최고의', '7곳을', '골라봤습니다.', '블로그', '인스타', '맛집', '광고에', '지쳐', '직접', '찍습니다.', '-1분맛집-', '#맛집리뷰#1분', '...', 'From', 'the', 'video', 'description']"
2,"서울 종로 광장시장 맛집투어 Best 17곳, 한편으로 끝내기(eng sub)",https://i.ytimg.com/vi/c4jI2yfcALA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyEaAGvL4aORN60rt1Qxn-30Oslw,https://www.youtube.com/watch?v=c4jI2yfcALA,1.1M views,11 months ago,하이갱스 higaengs,"['종로의', '명물', '광장시장을', '다녀왔습니다', '한곳', '두곳', '먹다보니', '어라', '17곳이나', '다녀왔네요ㅎㅎ', '광장시장은', '100여년의', '역사를', '간직한', '곳', '...', '종로의', '명물', '광장시장을', '다녀왔습니다', '한곳', '두곳', '먹다보니', '어라', '17곳이나', '다녀왔네요ㅎㅎ', '광장시장은', '100여년의', '역사를', '간직한', '곳', '...', 'From', 'the', 'video', 'description']"
3,서울 맛집 베스트10_많이 방문하는 음식점 TOP10,https://i.ytimg.com/vi/BEUKYhfSfHI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWnGYxpC7Cb_kpPFLNEp1BkVvTvQ,https://www.youtube.com/watch?v=BEUKYhfSfHI,8.3K views,3 months ago,한국맛집여행,"['서울', '맛집', '베스트10입니다.', '사람들이', '많이', '가는', '음식점입니다.', '#서울맛집', '#서울맛집베스트10', '#서울맛집추천', '#서울음식점', '...', '서울', '맛집', '베스트10입니다.', '사람들이', '많이', '가는', '음식점입니다.', '#서울맛집', '#서울맛집베스트10', '#서울맛집추천', '#서울음식점', '...', 'From', 'the', 'video', 'description']"
4,대한민국 최고의 식당 TOP 10 (서울편),https://i.ytimg.com/vi/rDa58ycsIII/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCeY4NDa7lmw3qOPeZkEI5Bn1xc7A,https://www.youtube.com/watch?v=rDa58ycsIII,59K views,1 year ago,쉐프호야 CHEFHOYA,N/A
5,'종로' 절대 실패없는 숨은 맛집 TOP 6,https://i.ytimg.com/vi/SuPDUrkSBYk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBw5_LL5HYdGbict1elC1V7qDHiLA,https://www.youtube.com/watch?v=SuPDUrkSBYk,114K views,3 months ago,쏘울맛집,N/A
6,실패없는 서울노포 맛집리스트,https://i.ytimg.com/vi/jb06wEQNuL0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDY47DW5Hv6puZuQCIAPxAJJC_ydg,https://www.youtube.com/watch?v=jb06wEQNuL0,43K views,1 year ago,맛있는테레비,"['서울노포', '#30년이상서울맛집', '#서울맛집', '업데이트', '2022.', '4.', '5', '안녕하세요', '맛있는테레비입니다', '이번영상은', '직접다녀온', '30년', '이상', '된', '...', '서울노포', '#30년이상서울맛집', '#서울맛집', '업데이트', '2022.', '4.', '5', '안녕하세요', '맛있는테레비입니다', '이번영상은', '직접다녀온', '30년', '이상', '된', '...', 'From', 'the', 'video', 'description']"
7,성시경 먹을텐데 추천~ 서울 맛집 모음~!!,https://i.ytimg.com/vi/BCRrk21msxw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcDHts75if3X7VOG5zgIDZxB_90A,https://www.youtube.com/watch?v=BCRrk21msxw,7.4K views,5 months ago,이슈그램IssueGram,"['♣︎', '쿠팡', '판매1위', '상품', '(본', '영상', '음식과는', '관련', '없음)', '곰곰', '순대국', ':https://link.coupang.com/a/ENRZj', '반건조', '오징어', '...', '♣︎', '쿠팡', '판매1위', '상품', '(본', '영상', '음식과는', '관련', '없음)', '곰곰', '순대국', ':https://link.coupang.com/a/ENRZj', '반건조', '오징어', '...', 'From', 'the', 'video', 'description']"
8,[한국오빠]믿고 가는 이영자 추천 서울 맛집 10곳 완벽정리 (배고픔주의),https://i.ytimg.com/vi/Dav8BVt6nH8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPi9OmJqQgLiIIhgoYxXOryxIpog,https://www.youtube.com/watch?v=Dav8BVt6nH8,262K views,5 years ago,한국오빠,"['인생은', '짧고', '음식은', '많다.', '행복은', '맛있는', '것을', '먹을', '때만은', '확실하다.', '맨날', '가던', '곳,', '아무', '데나', '가지', '말자!', '인생은', '짧고', '음식은', '많다.', '행복은', '맛있는', '것을', '먹을', '때만은', '확실하다.', '맨날', '가던', '곳,', '아무', '데나', '가지', '말자!', 'From', 'the', 'video', 'description']"
9,인생 최고의 평양냉면 맛집을 미국에서 만났습니다,https://i.ytimg.com/vi/7ra4vfVQROo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCaclza7aMXlVD8cF9gZyBHS1vX_Q,https://www.youtube.com/watch?v=7ra4vfVQROo,1.4K views,2 days ago,서울평양커플 Seoul Pyongyang Couple,"['평양냉면', '#먹방', '#미국여행', '#la여행', '-인스타그램', 'https://www.instagram.com/seoulpyongyangcouple/', '-', '촬영장비', ':', '아이폰', '12', '프로', '...', '평양냉면', '#먹방', '#미국여행', '#la여행', '-인스타그램', 'https://www.instagram.com/seoulpyongyangcouple/', '-', '촬영장비', ':', '아이폰', '12', '프로', '...', 'From', 'the', 'video', 'description']"
10,아직도 여기를 안가봤다고?? 서울가면 꼭 가야되는 맛집 추천!,https://i.ytimg.com/vi/rKquwXtkj3Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCupseFfMdg3GzaH7PQRVxYbW13fA,https://www.youtube.com/watch?v=rKquwXtkj3Q,152K views,1 year ago,핫도그 스튜디오 [ HOTDOG STUDIO ],"['아직도', '여기를', '안가봤다고??', '서울가면', '꼭', '가야되는', '맛집', '추천!', '영상에', '나오는', '제품이', '궁금하다면??', 'https://m.daracbang.com/', '...', '아직도', '여기를', '안가봤다고??', '서울가면', '꼭', '가야되는', '맛집', '추천!', '영상에', '나오는', '제품이', '궁금하다면??', 'https://m.daracbang.com/', '...', 'From', 'the', 'video', 'description']"
11,서울 주차가능 기사식당 맛집 BEST 10,https://i.ytimg.com/vi/1_7Ptuck0Uk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgp5hagGQUUyERr_-9t1VwuH5syw,https://www.youtube.com/watch?v=1_7Ptuck0Uk,1.1M views,1 year ago,하이갱스 higaengs,N/A
12,"자꾸 가고 싶은 성수동 맛집, 카페, 놀거리 베스트 6 | 성수동 카페, 성수동 데이트, 서울 맛집, 서울 데이트, 서울 갈만한곳, 서울 놀거리, 서울 카페 | 프롤라, 포어플랜",https://i.ytimg.com/vi/p_RYKKuFZts/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAkJWwDk6j5n6pJLrsoETgx6xNOWQ,https://www.youtube.com/watch?v=p_RYKKuFZts,131K views,4 months ago,라이프샷,"['노커어퍼', '#신용산', '#삼각지.', '노커어퍼', '#신용산', '#삼각지.', 'From', 'the', 'video', 'description']"
13,"자꾸 가고 싶은 성수동 맛집, 카페, 놀거리 베스트 6 | 성수동 카페, 성수동 데이트, 서울 맛집, 서울 데이트, 서울 갈만한곳, 서울 놀거리, 서울 카페 | 프롤라, 포어플랜",https://i.ytimg.com/vi/p_RYKKuFZts/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAkJWwDk6j5n6pJLrsoETgx6xNOWQ,https://www.youtube.com/watch?v=p_RYKKuFZts,131K views,4 months ago,라이프샷,N/A
14,4개월 만에 한국 온 기념 서울 맛집 도장 깨기 시작,https://i.ytimg.com/vi/GTO9Zd1vh4c/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARh_IEsoHTAP&rs=AOn4CLBt31M0y8_GvGVa32D7xyjQ-32ZKg,https://www.youtube.com/shorts/GTO9Zd1vh4c,8.8K views,8 days ago,정다윤 dayun,"['노커어퍼', '#신용산', '#삼각지.', '노커어퍼', '#신용산', '#삼각지.', 'From', 'the', 'video', 'description']"
15,"광화문 직장인맛집 Best 10곳, 광화문 점심메뉴 한방에 끝내기",https://i.ytimg.com/vi/A5gpeiUP1dE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCekDwnE-FQaUs-8daRSjZcqJd2gg,https://www.youtube.com/watch?v=A5gpeiUP1dE,509K views,11 months ago,하이갱스 higaengs,N/A
16,"🎈서울맛집 종합세트 광장시장 🎈Favorite street food collection of Korean, Gwangjang Market #shorts",https://i.ytimg.com/vi/ShiigUdcXNw/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFooVTAP&rs=AOn4CLDiImRGFt-shO5qTNlaZRI3jtaU5g,https://www.youtube.com/shorts/ShiigUdcXNw,785 views,5 months ago,Hi Gaksi 안녕 각시야,"['100년의', '역사를', '지닌', '한국최초의', '상설재래시장', '광장시장에', '다녀왔습니다', '여행', '시', '유명', '맛집에서', '주말', '1시간', '대기', '후', '맛없는', '음식을', '...', '100년의', '역사를', '지닌', '한국최초의', '상설재래시장', '광장시장에', '다녀왔습니다', '여행', '시', '유명', '맛집에서', '주말', '1시간', '대기', '후', '맛없는', '음식을', '...', 'From', 'the', 'video', 'description']"
17,'명동' 꼭 가봐야할 숨은 맛집 다섯 곳,https://i.ytimg.com/vi/Qx-dJJOvWJM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmujOtpFbNXs1xNKByggzkVVNFvQ,https://www.youtube.com/watch?v=Qx-dJJOvWJM,205K views,4 months ago,쏘울맛집,N/A
18,"선릉역 직장인 맛집투어 10곳, 한편으로 끝내기",https://i.ytimg.com/vi/mZ4bL2Fq-7I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6vZ-ZI2CEg3sVMdA49wMhI8HHAw,https://www.youtube.com/watch?v=mZ4bL2Fq-7I,102K views,5 months ago,하이갱스 higaengs,N/A
19,가성비 최고의 서울 맛집 베스트6(이영자 서울 맛집3+수요미식회 서울 맛집3),https://i.ytimg.com/vi/m_AUZsX57Jo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDEwjARrPaSgJBJo2EUEHbc3nHrmw,https://www.youtube.com/watch?v=m_AUZsX57Jo,10K views,2 years ago,나무처럼TV,"['가성비', '최고의', '서울', '맛집', '베스트6(이영자', '서울', '맛집3+수요미식회', '서울', '맛집3)', '가성비도', '좋으면서', '맛은', '최강!', '직접', '방문하고', '가장', '...', '가성비', '최고의', '서울', '맛집', '베스트6(이영자', '서울', '맛집3+수요미식회', '서울', '맛집3)', '가성비도', '좋으면서', '맛은', '최강!', '직접', '방문하고', '가장', '...', 'From', 'the', 'video', 'description']"
20,"서울 아침식사 조식맛집 BEST 10, 서울에서 맛있는 아침맛집을 찾는다면 바로 여기!",https://i.ytimg.com/vi/LrAn32qmLvc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgqUIlh4jwgiFg2R9vT-Sl7cXoNA,https://www.youtube.com/watch?v=LrAn32qmLvc,1.6M views,2 years ago,하이갱스 higaengs,"['서울에서', '먹을', '수', '있는', '아침식사', '맛집', '조식맛집', '제가', '뽑은', 'BEST', '10', '입니다', '*가게', '영업시간은', '상황에', '따라', '바뀔수도', '있어요*', '1.', '무교동', '...', '서울에서', '먹을', '수', '있는', '아침식사', '맛집', '조식맛집', '제가', '뽑은', 'BEST', '10', '입니다', '*가게', '영업시간은', '상황에', '따라', '바뀔수도', '있어요*', '1.', '무교동', '...', 'From', 'the', 'video', 'description']"
21,을지로 새삥 맛집 3대장 | 또간집 EP.11,https://i.ytimg.com/vi/3flBnJ7gfGU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaI3yI62p3g0CRBbqEB9xJ8ZOefQ,https://www.youtube.com/watch?v=3flBnJ7gfGU,2.7M views,7 months ago,재밌는 거 올라온다,"['풍자', '#또간집', '#먹방', '힙', '그', '자체인', '을지로.', '노포천국', '을지로', '맛집에서', '닭발,', '닭구이,', '세이로무시', '먹방', '또간집', '12화', '(9월', '23일', '6시', '30분)', '...', '풍자', '#또간집', '#먹방', '힙', '그', '자체인', '을지로.', '노포천국', '을지로', '맛집에서', '닭발,', '닭구이,', '세이로무시', '먹방', '또간집', '12화', '(9월', '23일', '6시', '30분)', '...', 'From', 'the', 'video', 'description']"
22,"자꾸 가고 싶은 성수동 맛집, 카페, 놀거리 베스트 6 | 성수동 카페, 성수동 데이트, 서울 맛집, 서울 데이트, 서울 갈만한곳, 서울 놀거리, 서울 카페 | 프롤라, 포어플랜",https://i.ytimg.com/vi/p_RYKKuFZts/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAkJWwDk6j5n6pJLrsoETgx6xNOWQ,https://www.youtube.com/watch?v=p_RYKKuFZts,131K views,4 months ago,라이프샷,N/A
23,서울핫플 서울맛집  1박2일🤘| 한남동 한강 압구정 이태원 힙지로 성수동 익선동 광장시장,https://i.ytimg.com/vi/S1gHL1jtQLc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtacNYrstLMS_zsAssmSEMTHOLuA,https://www.youtube.com/watch?v=S1gHL1jtQLc,521 views,2 months ago,마이구미,N/A
24,더현대서울 맛집 최신판😋 처음 방문하세요? 맛집은 알고 가세요!,https://i.ytimg.com/vi/Xn1vJufOLXA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBY3xx5-M0rRXaeo0kWZ3gvqYWRew,https://www.youtube.com/watch?v=Xn1vJufOLXA,57K views,7 months ago,매기는녀석들,"['여러분', '안녕하세요!', '매기는', '녀석들', '진영입니다ヽ(´▽`)ﾉ', '오늘은', '더현대서울', '맛집', '추천', '영상으로', '찾아왔는데요!', '직접', '가보고', '맛있어서', '...', '여러분', '안녕하세요!', '매기는', '녀석들', '진영입니다ヽ(´▽`)ﾉ', '오늘은', '더현대서울', '맛집', '추천', '영상으로', '찾아왔는데요!', '직접', '가보고', '맛있어서', '...', 'From', 'the', 'video', 'description']"
25,분위기 죽이는 야장!? 살다살다 이런 뜬금없는 곳의 맛집은 처음! 산악인 풀코스 맛집,https://i.ytimg.com/vi/BRzt1t170og/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBF-j_DEnU0r_8Xjzj12G62nv-maQ,https://www.youtube.com/watch?v=BRzt1t170og,393K views,11 months ago,김사원세끼,"['...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', '...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', 'From', 'the', 'video', 'description']"
26,"지방 친구, 외국인이 서울 맛집을 추천해달라고 하면 여기를 추천합니다. 명동교자 리뷰",https://i.ytimg.com/vi/dj5bI5sGLDc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCVkYZMR6SoC8aKK4lDiUPQYhXq-A,https://www.youtube.com/watch?v=dj5bI5sGLDc,117K views,4 years ago,박대리,"['본', '리뷰는', '지극히', '주관적', '입니다.', '안녕하세요.', '사먹는', '박대리입니다.', '서울', '맛집', '명동교자를', '다녀왔습니다.', '*', '식당', '정보', '명동교자', '서울', '...', '본', '리뷰는', '지극히', '주관적', '입니다.', '안녕하세요.', '사먹는', '박대리입니다.', '서울', '맛집', '명동교자를', '다녀왔습니다.', '*', '식당', '정보', '명동교자', '서울', '...', 'From', 'the', 'video', 'description']"
27,‘곱창조림’이라고 들어봤어? 서울 맛집 리뷰 먹방,https://i.ytimg.com/vi/HQIxmqGsauc/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARgwIFoofzAP&rs=AOn4CLDK93cDwZAYwhPTlic2G4-FYS_jrw,https://www.youtube.com/shorts/HQIxmqGsauc,2.2M views,10 months ago,조이한끼,"['즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '은평구', '통일로83길', '...', '즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '은평구', '통일로83길', '...', 'From', 'the', 'video', 'description']"
28,"드디어 서울. 서울 맛집:모범 갈빗살, 영스타. 서울 유부남 모임. A day in Seoul. Korean food. Hanging out with college friends.",https://i.ytimg.com/vi/qc94qjIkuJ0/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDG7YvV1yPsuub4dsqATw1upLWZ1A,https://www.youtube.com/watch?v=qc94qjIkuJ0,276 views,5 days ago,마이애미부부 [K Miami couple],"['행복했던', '한국', '방문', '브이로그예요.', '남편과', '강남', '맛집,', '모범', '갈빗살에서', '맛있는', '점심을', '먹고', '헤어졌어요.', '서울에', '남은', '남편은', '10년', '전', '...', '행복했던', '한국', '방문', '브이로그예요.', '남편과', '강남', '맛집,', '모범', '갈빗살에서', '맛있는', '점심을', '먹고', '헤어졌어요.', '서울에', '남은', '남편은', '10년', '전', '...', 'From', 'the', 'video', 'description']"
29,방송 출연 절대 안 하는 성수동 맛집 최초 공개 | 또간집 EP.4,https://i.ytimg.com/vi/2oR5DxKCjuM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZ0W5ZUDgmh7kfS-anh3SIPDBZrw,https://www.youtube.com/watch?v=2oR5DxKCjuM,3M views,10 months ago,재밌는 거 올라온다,"['풍자', '#또간집', '#먹방', '요즘', '가장', '핫', '한', '성수동', '맛집에서', '조개구이', '먹방', '했습니다.', '또간집', '5화', '(6월', '17일', '6시', '30분)', '재밌는', '거', '올라온다', '...', '풍자', '#또간집', '#먹방', '요즘', '가장', '핫', '한', '성수동', '맛집에서', '조개구이', '먹방', '했습니다.', '또간집', '5화', '(6월', '17일', '6시', '30분)', '재밌는', '거', '올라온다', '...', 'From', 'the', 'video', 'description']"
30,[서울맛집] 서울에서 통영의 바다를 먹을수있는 네기실비 식당에 쇼틀리가 다녀왔습니다,https://i.ytimg.com/vi/KWzcN39TmVo/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcpAvFQWgeD9G1DL8mGYkjErZKlA,https://www.youtube.com/watch?v=KWzcN39TmVo,1.3K views,1 year ago,쇼틀리,"['맛집', '#여행', '#여행맛집', '#맛집여행', '#네기실비', '#서울맛집', '#쇼틀리서울맛집투어', '#쇼틀리', '#통영음식맛집', '#맛집유튜버', '#실비집', '#실비', '...', '맛집', '#여행', '#여행맛집', '#맛집여행', '#네기실비', '#서울맛집', '#쇼틀리서울맛집투어', '#쇼틀리', '#통영음식맛집', '#맛집유튜버', '#실비집', '#실비', '...', 'From', 'the', 'video', 'description']"
31,"서울 불광천 맛집투어 13곳 응암역,새절역,증산역 맛집 한편으로 끝내기",https://i.ytimg.com/vi/rtAlzrGiysM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvRQMu72wFHh_VsIjfqMisirKqAA,https://www.youtube.com/watch?v=rtAlzrGiysM,56K views,6 days ago,하이갱스 higaengs,N/A
32,"서울 유명 짜장면맛집 11곳 한편으로 끝내기, 정통부터 이색짜장까지 서울 최고의 짜장면을 찾는 모험",https://i.ytimg.com/vi/Z3O_NVAOkFk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1FEuU24LPWTjRgRRvVpnxXMKOfA,https://www.youtube.com/watch?v=Z3O_NVAOkFk,1.4M views,2 years ago,하이갱스 higaengs,"['서울에서', '짜장면으로', '유명한', '곳', '11곳을', '방문후기', '서울', '최고의', '짜장면', '맛집을', '찾아봤습니다!', '*충화반점은', '2021년', '5월부로', '영업종료', '...', '서울에서', '짜장면으로', '유명한', '곳', '11곳을', '방문후기', '서울', '최고의', '짜장면', '맛집을', '찾아봤습니다!', '*충화반점은', '2021년', '5월부로', '영업종료', '...', 'From', 'the', 'video', 'description']"
33,서울에서 갈만한 맛집 리뷰 20곳 핵심만 몰아보기,https://i.ytimg.com/vi/LQth0xohUdU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyK34MfD_xH21hhxgLAy6J1tATCw,https://www.youtube.com/watch?v=LQth0xohUdU,1.7K views,9 months ago,1분맛집 (맛집추천채널),"['1.', '황칠추어탕', '(신림)', '2.물꽁식당(부산)', '3.', '논밭골', '(봉천)', '4.한우궁(부천)', '5.', '한국통닭(종로)', '6.짬뽕갑(신림)', '7.개성족발보쌈(부천)', '8.', '1.', '황칠추어탕', '(신림)', '2.물꽁식당(부산)', '3.', '논밭골', '(봉천)', '4.한우궁(부천)', '5.', '한국통닭(종로)', '6.짬뽕갑(신림)', '7.개성족발보쌈(부천)', '8.', 'From', 'the', 'video', 'description']"
34,"동대문,동대문DDP 맛집투어 베스트 11곳, 동대문 맛집부수기",https://i.ytimg.com/vi/AH5xFz2DtDE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANvDlapZIboAU6HQNMZ3C825yN_A,https://www.youtube.com/watch?v=AH5xFz2DtDE,806K views,1 year ago,하이갱스 higaengs,N/A
35,서울 냉동삼겹살 종결해도 될집 #서울맛집 #서울여행 #shorts,https://i.ytimg.com/vi/W7R8yqo-gkc/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARh_IDwoODAP&rs=AOn4CLC__ayi5EwDq7pyrfZkcezKlI7auw,https://www.youtube.com/shorts/W7R8yqo-gkc,11K views,1 month ago,고르다일상,"['서울맛집', '#냉삼', '#shorts.', '서울맛집', '#냉삼', '#shorts.', 'From', 'the', 'video', 'description']"
36,외국인도 놀라 자빠질 최저가 서울맛집 || 5$ a day for food in Korea!,https://i.ytimg.com/vi/8TTBZu0SAzw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYN6xMK5sjHzZF_mHbizr_gOC_Lw,https://www.youtube.com/watch?v=8TTBZu0SAzw,21K views,6 months ago,Mr&Mrs Strange,"['900원커피', '2500원', '기본김밥', '4000원', '돈까스+커피', '커피', '다디치', ':', '서울', '마포구', '동교로19길', '73', '1층', '2호', '(홍대입구역', '1번출구)', '압구정', '...', '900원커피', '2500원', '기본김밥', '4000원', '돈까스+커피', '커피', '다디치', ':', '서울', '마포구', '동교로19길', '73', '1층', '2호', '(홍대입구역', '1번출구)', '압구정', '...', 'From', 'the', 'video', 'description']"
37,인당 16000원에 이게 가능해요?? 단골손님에게 욕 먹을 각오로 공개합니다!,https://i.ytimg.com/vi/UtMe6OB-04g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkZG3Mo0ISOKGb-E6AFqiAGpm6Jg,https://www.youtube.com/watch?v=UtMe6OB-04g,357K views,3 months ago,회사랑RawFishEater,"['줄거리', ':', '2022년', 'BEST5에', '들어갈', '가성비', '숙성횟집', '*식당정보', '-', '식당명', ':', '연화객당', '-', '식당위치', ':', '서울', '성북구', '정릉로26길', '61', '1층', '연화', '...', '줄거리', ':', '2022년', 'BEST5에', '들어갈', '가성비', '숙성횟집', '*식당정보', '-', '식당명', ':', '연화객당', '-', '식당위치', ':', '서울', '성북구', '정릉로26길', '61', '1층', '연화', '...', 'From', 'the', 'video', 'description']"
38,"서울 서울근교 맛집 가족과 외식하기 좋은 맛집 베스트 5 가성비 좋은 맛집, 맛으로 승부하는 맛집 일상이여행이 직접 먹어본 맛집들을 소개합니다.",https://i.ytimg.com/vi/DrKP2zlzVCY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5DpYKCUTIhAmcyj5EiuZwbdeNkA,https://www.youtube.com/watch?v=DrKP2zlzVCY,37K views,1 year ago,일상이 여행 Everyday travel,N/A
